Insult,ID,Comment
0,1413,"""Have you always been a victim?"""
1,1414,"""You are either very ignorant or terrible at sarcasm"""
0,1415,"""@rafaelinho10 ya right that shit is pathetic. Its the same software as 6 years ago. Apple adds a few features, most of which could be done by downloading an app, and you isheeple cream your pants. Man it would suck to be as narrow minded as you all lmfao"""
0,1416,"""Madison, I admire you for sharing your story. You are a wonderful inspiration! I only found your blog about a month ago and love it!  Thank you for opening up like you do."""
0,1417,"""Yep people can be pretty dumb -- exemplified by your #1 argument."""
0,1418,"""@Cruxen Good. Actually, really good. And it's good to know that I remind you of the Delta, hahahaha. How's it with you? Are you still early morning cblogging with Dap?"""
0,1419,"""I find it funny how some fans are more worried about whose better or how many albums they sell instead of just enjoying the music. Some fans need to get their  priorities straight."""
1,1420,"""Chris, please stop commenting, because you're obviously still trying to catch your breath from your sucking off Cook. This has made you more retarded than usual."""
0,1421,"""Did you read the article? They never married. \n\nAnd YOU do give a crap because you're commenting...."""
0,1422,"""Looking up a definition doesn't make me an authority on labeling people.\xa0 Therefore, your diagnosis is invalid."""
0,1423,"""Romney is the Etch-A-Sketch man. A term given to him by HIS OWN campaign staff.\n\nBeware."""
0,1424,"""Hmm... je\u017celi teledysk do ""Fuck it"" wyjdzie najp\xf3\u017aniej w Lipcu to ten manager jest mistrzem <3"""
0,1425,"""<b>""MEET MY DEMANDS AND THE ANIMOSITY BETWEEN US SHALL BE OVER! YOU MUST OBEY BECAUSE I AM THE GREAT AND POWERFUL JOHN FROM BERKELEY""</b>"""
1,1426,"""Lol man your gonna call him a loser and to get a life when you are on here sticking your nose in their business?? Your a douche bag who probably has never even seen a vagina. Go get laid and see that there is more to life than being a Dick like you obviously are."""
0,1427,"""Maybe they will create a black hole that will suck in the entire facility."""
0,1428,"""Internet threats are just threats, stupid punks, I hope. We have to worry about the violence that takes place in parking lots after the games."""
1,1429,"""@TeeBooWa\n\xa0HAH YOUR'E ONLY 14? FPFF AND YOU TELL ME WHAT TO DO? I'M WAAY OLDER THAN YOU WHO YOU CALLING A BITCH AND A FUG? YOU DOUCHE BAG BITCH I WANNA PUNCH YOUR EYEBALL OUT AND KILL YA FUCKYA"""
1,1430,"""Oh yeah. Like you would have stopped your car and assisted. You're a lying idiot."""
0,1431,"""You can't make a bomb with uranium enriched to 20%."""
0,1432,"""aaahhh, how sweet........read your post ..........it is the sign of an enabler.....oh yeah, but aaaah, how sweet.........puke"""
0,1433,"""Sic? Because you spelled it ""center"" or because you think it should still be called SkyDome?"""
1,1434,"""You're probably a phuuking dyke....aint ya beotch ?"""
0,1435,"""gulfstream69: We have many social nets for people and if you're not taking advantage of them during tough times and claim to be 'poor', you are just stupid.\xa0 Poor are people in the slums of Indian or the Sudan.\xa0 Amerians don't understand the true meaning of poor."""
0,1436,"""What are you smoking, Rucker?  There's no enthusiasm for Romney anywhere except maybe among some Mormons...and probably not even all of them.   No, it's simply that Obama has turned out to be such a miserable loser, that anyone else will do."""
0,1437,"""fucking hell"""
0,1438,"""Marriage is a worthless ceremony, almost as worthless as religion."""
1,1439,"""You're a liar. I was on that night dealing with\xa0 two of you trolls an hour before anyone showed up.\n\nThis isn't a physical fight here on this screen, you moron. In order for what you say to be the truth, I'd have to sit back and say nothing while others fight for me, and if that were so, you would never have been reading me for some time.\n\nIt's one thing for you to be a liar, but quite something else for you to be a STUPID liar."""
0,1440,"""We are crap, you said it yourself."""
0,1441,"""No Brees = tank season for Bradley and start over\n\nSimple as that."""
1,1442,"""Steve,go brush your teeth with a revolver you dumb bastard"""
0,1443,"""Dimwits.  They prevent Eric Holder from stopping the guns getting sold in massive quantities to people about to go into Mexico, and then they get all apoplectic.  \n\nWhere did Monica Lewinsky's dress go - are they sniffing it before their tirades so they can psyche themselves up?"""
0,1444,"""Mo ain't coming back and getting close to 15 million\xa0 he got this year.\xa0 Be\xa0 realistic he is very old athletically.\xa0 He\xa0 will pitch one last time and then retire like Wood did."""
0,1445,"""Truths? Are mine the same as yours?\\xc2\\xa0 Speaking the ""truth"" often involves hurting peoples feelings.\\xc2\\xa0 For instance if I were to state I believe homosexuality is a chosen life style unlike being born a racial minority.\\xc2\\xa0 Or if that I believe that that chosen\\xc2\\xa0lifestyle is amoral and perverse, not far from the vestiges of pedophilia, bestiality, or nechrophilia.\\xc2\\xa0 And, it\\'s got absolutely nothing to do with religion.\\n\\nNow there\\'s a whole pile of truths for you.\\xc2\\xa0 """
1,1446,"""That has to be the stupidest comment I've ever seen."""
1,1447,"""\\xc2\\xa0We have more where he came from. Don't rest, we are watching your fat azz."""
0,1448,"""I am liable to go to a 7-11 for a pack of cigarettes some day and the guy or gal behind the counter will take my money and hand me a live grenade! I don't see many Americans behind the counters at 7-11 or Kroger's or the gas station or the bank. Do we have any born here Americans left who have jobs? This reminds me of the guy who was at a bar and a big muscular biker walks in and takes his drink away and drinks it! The little guy says ""I went to work late and got fired...I went home and my wife was in bed with a stranger and then my dog bit me. I took my last 5 bucks here and bought a drink and dissolved some poison in it to kill myself and you come along and drink my drink! So....how was your day?"""""
0,1449,"""What are you talking about? Zimmerman wasn't police and Obama isn't black."""
0,1450,"""In my area the scrap men and women are around everyday sometimes one in the morning and a different one in the afternoon,that includes weekends. If you leave anything on the path it goes. I left a spin dryer for my cousin to pick up on the driveway when I went to work,before he could pick it up the scrap people opened my gates and took it."""
0,1451,"""Those evil Syrian soldiers are eating babies, and the helpless civilians only want peace.  Why are the evildoers winning?  Why can't the white knights of pure Western goodness go do something about it?"""
0,1452,"""""...erections.""\r\nThen why are they targeting women?"""
0,1453,"""Nope, I'm fecking huge and I'm from Leeds. Also, since when was Aberdeen in the north of England?"""
0,1454,"""you are right - if only we knew which balls were which \nand whos balls were in whos pockets - we would then at least know how many balls were still on the table and in play - :)"""
0,1455,"""@YinzerinCT\xa0That took me about 2.76 seconds"""
0,1456,"""Because you are so cool, that's why!!!!"""
0,1457,"""It looks to me like the federal government wants Florida to let illegals and non-residents vote. Those are the votes Obammy needs.\xa0 The law and truth means nothing to the federal government. All it cares about is getting a second term for Obammy."""
0,1458,"""You're kidding.\xa0 Right?\xa0 Do you read the news?"""
0,1459,"""vector comming from some-redneck like \xa0you i that it as a compliment. some goes for cslos77 Been call a idiot by a redneck always give me a smile"""
0,1460,"""If these ignorant fcks h8te the USA then just leave......simple ....quit harassing American citizens"""
0,1461,"""really risky pick! hes done now!"""
0,1462,"""all these police and security yet people get in with flairs meanwhile in england a 100k+ a week player gets called a name and there is uproar go figure"""
0,1463,"""2007 and they made it to the world series"""
0,1464,"""@SusieMo\xa0http://candk.ytmnd.com/"""
0,1465,"""@hamm5 @DawgJamFan I\\'m not sure their is a ""prototype"" build for the rush OLB in Grantham\\'s scheme.  It is basically whoever can get to the QB best.  I think Jenkins definitely projects outside as well as Floyd.  JHC could definitely play outside, but I think he is the only one in this class who could also lock down the inside as well."""
0,1466,"""Santorum needs to stop whining about the negative adds - he\\'s been free-riding at Newt\\'s expense this entire time so now it\\'s his turn in the box.  After all, he\\'s a lawyer and needs to suck it up - but of course he doesn\\'t want people to know he\\'s an attorney since that might spoil his choir boy image.  Newt said he wasn\\'t for mandates so rick needs to stop promoting it.  Besides, rick didn\\'t mind piling on with Mitt to try to bury Newt early on.  But at the end of the day, what solutions does rick bring to the table? He didn\\'t do anything when he was in congress and time after time he ABANDONED HIS PRINCIPLES TO PLEASE THE LIBERALS IN PENNSYLVANIA! And what did it buy him?  A 19 point drubbing in his re-election!\\n\\nAs for the campaign, he\\'s brought no rational or reasonable solutions to the table - instead, like mitt, his best solution has been to say ""I agree with Newt""  - and his economic logic is elementary and fatally flawed.  Newt has been spot on predicting where king hussein obama is leading us, including the attack on the church, which is simply the avenue to establish the legal precedent that the WH has the power to tell us - all of us - how to act, how to respond, and what to think!  That\\'s the real issue from obama and his henchwoman michellivelli!  Not only will rick be behind on tidal wave of rot that will flood him if elected, he will not be able to get congress to do a darn thing!  And when his failed 4 years are over, the demonic dems will come back to power with a vengence by simply pointing at rick\\'s miserable record and lack of ability to lead in a hail storm of enemies on both sides of him!  \\n\\nSo rick should just suck it up, stop whining and run the gauntlet like Newt has had to ... if he can\\'t stand the heat then he can\\'t lead the country!"""
1,1467,"""let me rephrase:\n\nIn other words, you are an insane pussy."""
0,1468,"""Why don't the Koch brothers get off their fat ass wallets and actually run for office ... oh ... right .... they would LOSE in a crushing landslide."""
0,1469,"""I am sorry to say that California has been cooked for a long time.\xa0\xa0\xa0 That state did not get to the point it is at over nite.\xa0\xa0\xa0 I just pray that it can pull out of the nose dive."""
0,1470,"""Vote, Look where this loon is getting her information.  PBS Socialist Network.  roflmao!!!!!!!!!!!!!"""
1,1471,"""With a screen name like yours, you need to s..t..f..u.."""
0,1472,"""@Rourke needs to give me a fucking like\xa0I am from a family of nurses. \xa0They are much more liberal than I am (my sister in law supports a single payer system, I support getting rid of the hypocratic oath and the AMA). \xa0I have gotten their diagnosis, even had them get me scripts from their diagnosis."""
0,1473,"""I'd agree. Very friendly town, and it's friendly with depth. I've lived in other areas where people are 'friendly' but it's more of a politeness with little warmth."""
0,1474,"""and .. have you made a conclusion yet? We're gonna buy a 7d tomorrow the plan was with a 18-135, what did you not like about it.. what would you recommend?"""
0,1475,"""Once demtards figure out how many HoHo's are appropriate for a public vending machine, republicans can lead this country once again. Then the demtards can go fantasize about making the.cock they suck their husbands. Sissyboys!"""
1,1476,"""If you lose your life because of stupidity, good riddance!"""
0,1477,"""every_time_o_butt_fucked_opens_his_oral,_only_shit_and_millions_of_little_sperms_come_out_..... that is when he don't_swallow.... puke....."""
1,1478,"""straight men will fuck anything!!"""
0,1479,"""@dale0987654321 @\\'Micah Carter So you\\'re saying those claims are all false...?  I don\\'t know... just from my understanding these are in his book.... but I can be wrong... I\\'m just saying if they are true....should I just assume he\\'s racist?\\n\\nFrom \\'Dreams of My Father\\',""I CEASED TO ADVERISE MY MOTHER\\'S RACE AT THE AGE OF12 OR 13, when I began to suspect that by doing so I was ingratiating myself to whites""From Dreams of My Father, "" I FOUND A SOLACE IN NURSING A PERVASIVE SENSE OF GRIEVANCE AND ANIMOSITY AGAINST MY MOTHER\\'S RACE"".From \\'Dreams of my Father\\', ""The emotion between the races could never be pure..... the THE OTHER RACE (WHITE) WOULD ALWAYS REMAIN JUST THAT: MENACING, ALIEN AND APART""From Dreams Of My Father, ""never emulate white men and brown men whose fates didn\\'t speak to my own. IT WAS INTO MY FATHER\\'S IMAGE , THE BLACK MAN, THE SON OF AFRICA, THAT I\\'D PACKED ALL THE ATTRIBUTES I SOUGHT IN MYSELF.From Dreams Of My Father:""THAT HATE HADN\\'T GONE AWAY,"" he wrote, BLAMING WHITE PEOPLE,- SOME CRUEL, SOME IGNORANT, sometimes a single face, sometimes just a faceless image of a system claiming power over our lives."""""
0,1480,"""All group chats are now viewable by everyone."""
0,1481,"""You're smartest post yet.."""
0,1482,"""Your name is so ironic."""
0,1483,"""scumbag. I read it as jimmy carter"""
0,1484,"""MR PRESIDENT i ask only one thing just band sirasatv and shakthi tv, becouse they want distroyed our mother land they are\xa0not midea they are under TNA and LTTE PLEASE take action. if not one day our srilankan explose on this midea. no respect pushing small group for vilonce...and giving fals infomation on there own profit only when i see sirasa news im shame on our midea like sirasa...sakkili like sri ranga pimpi sakiliya"""
0,1485,"""However your language is offensive."""
0,1486,"""perhaps selling\xa0 out your parents to the nazis to save your skin works for you?"""
0,1487,"""BasedGod didnt fuck your bitch as yet?"""
0,1488,"""Another good one, Coach Self will be lost without Danny. \xa0KU and Coach Self will miss Danny, but Coach Self has won before Danny, and will win after Danny."""
0,1489,"""Too true! Storm of Swords is my favorite by far. It has all the intrigue and action that the first two books builds toward. And yeah, some of the predictions are... scarily accurate."""
1,1490,""""" The Filipinos have learned to realise that it is better to be associated with America than any other superpowers. ""Oh, really ?\xa0Check your history, idiot.\xa0I'd rather we pick our own selves up, so we wouldn't be a joke to the planet.\xa0Such as this guy.\xa0And what's your basis for this delusion ? An American fuck you in the ass ?"""
0,1491,"""Listen: \\xc2\\xa0I am anti killing, but I am not anti guns. \\xc2\\xa0I am anti DUI, but I am not anti cars. \\xc2\\xa0I am anti dog bites, but not dogs. \\xc2\\xa0I am anti shop lifting, but I am not anti merchandise. \\xc2\\xa0I could go on and on. \\xc2\\xa0I am anti gay marriage but not anti gays. \\xc2\\xa0Get the picture."""
0,1492,"""Stop glorifying these idiots and you'll be better off.   Go Browns !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"""
1,1493,"""Your mom must be a real low life trashy hook er"""
1,1494,"""So, now we know what you are by your own identification, fool, will you kindly moveon.org and stop cluttering up the place and so we intelligent posters can post?"""
0,1495,"""Top scoring team, against the top defensive team....bring on the Finals!!!!!!"""
0,1496,"""You are not alone !"""
1,1497,"""Maybe you should read that\xa0first sentence you wrote\xa0again slowly. You are bending over to far to make\xa0an illogical\xa0point. We are starting to see your ignorance."""
0,1498,"""You have got to be fucking kidding me! LMFAO! You have got to be the most naive fan or you're just a troll.\xa0I'm assuming you're just a troll. Not all of your oppars and unnirs are virgins sweetie. This is the 21st century. It's rare for anyone to wait until marriage, EVEN in Korea."""
0,1499,"""Because in Bills world he is always right and everyone else who disagrees is a pin head.Or a zealot or a bigot. The man is a boar and bombastic. That sells you say. I will predict that his rein at the top is over, He inadvertently thought that his viewers were so sucked in that they would buy anything he says as gospel. He underestimated his audience badly. It pissed him off that the meek would dare to question his almighty wisdom. There are many people going to be raised up these days to try and prevent the takeover of this county from the rich establishment trying to tell the people what they should do. What we have found out is that most of Fix have the same agenda as the dems,.To be in control! Thats whats going on here. To control the money the masses and the airwaves. Keep you distracted so you wont notice whats really going on. Another Sun Tzu law. Never underestimate your opponent, Big mistake . Tonight they are trying to remind the people their job is to root out the facts. Sorry Bill it wont work with people who see a fix when its in. Trying to say a poll that was flooded by romney people would make it even. Look at all the other polls on these sites that you didnt get to promote on your show. Of course the moneyman would see to it you were""fair""Thats how you make your money. Just step outside for a minute while we kill mitts opposition and when it happens you start talking about all the lies and negative campaigning.Horse feathers. Anybody who isn\\'t for romney sees it very clearly.Hmmm You will know when the next ratings cycle. Because thats what you are to them people. His rating numbers.They mess up that fair and balanced bit and the gig is up. He knows your hot buttons and he pushes them all the time doing what the elite do. Read these boards and laugh at how stupid these folks are. Its easy to get you to do or say anything they want. You are played like a deck of cards and you cant even see it. I am just a voice crying out in the wilderness with the hope at least one person hears me.Have you noticed not one Mormon has desputed the facts about that cult.Make them prove its a lie with sources not neighbors. Ever seen one rebuttal that was fact based. My word is try saith the Lord. Stay frosty.\\n\\n""I warn everyone who hears the words of the prophecy of this book: \\nIf anyone adds anything to them, God will add to him the plagues \\ndescribed in this book. And if anyone takes words away \\nfrom this book of prophecy, God will take away from him \\nhis share in the tree of life.""  (Revelation 22:18,19)(NIV)-BibleGateway\\nin regards to the NIV changes the word. Let not your heart be troubled for these things must come to pass. Do not resist for this is the way it shall be.\\n\\nBrought to you by The Holy Spirit.and you know who.\\n\\n"""
0,1500,"""You are still anonymous though."""
0,1501,"""@totnumfan Just about goalkeepers?They laugh at everything they will never have.They don't even know the meaning of the word ''legend'',since they have hardly ever had one. """
0,1502,"""Too thin? Yes that is what she said,  while laughing and pointing,  and then serving me divorce papers.  :(\n\n8mm is about as thin as I think it should be. Just my preference."""
0,1503,"""Jennifer you need to learn to be by yourself.  You do not need a man."""
0,1504,"""They will, but I still think they will not have as much gusto as they would have if it were Santorum."""
0,1505,"""I\\'m single, and but when I haven\\'t been, I was with guys who regarded Valentine\\'s Day as a ""card holiday,"" even though they never even got me so much as a card.  It makes me sad when I think about that.  But I realize now that while romance is nice, I have a wonderful daughter who loves me just the way I am, and we\\'re going to take the day to have some fun (and I\\'m planning on making her some cupcakes and buying her a little present, too) and appreciate the fact that we have each other. :)"""
0,1506,"""HOLY FUCKING SCHNITT! \xa0he called pete raping gertude (doppeltrudy), the au pair ""having an affair""-- there are no words..."""
0,1507,"""Making fun of Catholics is not ""edgy"".\\xc2\\xa0 It\\'s childish.\\xc2\\xa0 ""Edgy"" involves risk.\\xc2\\xa0 It\\'s not like the Catholics are going to issue a Fatwa and encourage people to blow her up.\\xc2\\xa0 Want to be ""edgy"", Ms. Minaj?\\xc2\\xa0 Do the same thing to Muslims.\\xc2\\xa0 I triple dog dare you.\\n\\nMinaj is just a flash-in-the-pan who tries to ""shock"" in order to hide the fact that she\\'s not particularly talented. \\xc2\\xa0 """
0,1508,"""Having a high intelligence is also generally inverse to being a Republican, so it's not all bad."""
0,1509,"""@KeithB18 Isn't he though? ""Someone's talking shit about a unit I've talked shit about. Pure blogging gold."""""
0,1510,"""Does smoking dope harm your ability to read, or are you and Duncan20903 just chronically stupid?? Read what the guy I was responding to SAID, cretin. Honestly..."""
0,1511,"""Hey 2Hot you must be manny's CPA"""
1,1512,"""Fuck you, you fucking dork."""
0,1513,"""Yes, you are the only one. They are grown men that can take it its not kids playing the game."""
0,1514,"""I think she's an idiot! All he does is cheat on her! Come on Vanessa, you're gorgeous and you certainly can do much better!!!"""
0,1515,"""I went to see the Grateful Dead there on acid a few times years ago and I never fell. whats the deal with this new younger stupider generation of clean cut short haired yuppie non drug users who fall and die?"""
0,1516,"""Why doesn't Kenny just send out some staffers to pose as new Canadians?\xa0 That'll distract 'em."""
0,1517,"""Pelosi is one of many, who is standing behind the most criminal, obummer. But if they stood really close together you couldn't tell them apart. They both, along with holder and all the rest of-em, are outstandingly/extremely deadly. They all look like death warmed over.But don't trust any of them. They look dead because they are dead, but they are the dead that can kill you if you aren't careful. I hope there will be some good news soon. I'm sick of this whole damn mess and more so, I'm hoping that We, The People, will have learned the lessons we're being taught on horrible government, from the horrible governmental places where the dumb are in those schools of law, all the way to the White House."""
0,1518,"""SEE WHAT YOU GET FOR TRUSTING OBAMA ,CANADA LOOK OUT YOUR NEXT"""
0,1519,"""@Mineola @Powkat\\n\\nHow \\'bout if some of those ""Catholics"" stood up to their own bishops. ""Catholics"" choose a hierarchical structure that lets bishops speak for them."""
0,1520,"""The only thing Murray is going to beat is his racket against the ground. Nole in 3 easy sets."""
1,1521,"""Poor deluded psychopaths. News flash, marriage is UNNATURAL. It is a construct of beings that have stepped out of nature for the most part. Construction, vehicles, technology.. all ""unnatural"" if you think about it.\n\nNow, if you're talking about the pairing off into couples by animals in nature, sure.. they do that. But it has never been about property rights for them, like it used to be for humans. And there are same sex couples in nature as well, since it's about making life easier in groups than it is by yourself. So, by THAT fact and the logic that goes with it, gay marriage is AS natural as hetero marriage.\n\nYou fuckers never have a reasonable leg to stand on.. it's always your invisible sky fairy and some bullshit some cave dweller spewed 1800 years ago. Step into the age of enlightenment, you might like it."""
0,1522,"""All the more reason to slap the dog shit out of them RT""TenkYouPlease: Alcohols got you feeling like you cant get slapped"""""
0,1523,"""He isnt a 100% satirist. He's actually very cordial in person...and does in fact use his iPhone day to day."""
1,1524,"""Chavez is a total joke at the plate, an automatic out. He's only decent as a late-inning defensive replacement. You'd know that if you weren't so f#cking stupid. We have Pearce, Betemit, Flaherty, and Andino (once BRob comes back) to take over in the outfield until Reimold and Markakis get back. None of them will make anyone's All-Star team, but they all look like Babe Ruth at the plate compared to Chavez. Grow a brain, for chrissakes. Your ignorance is appalling."""
0,1525,"""Not if you are on a mobile device."""
0,1526,"""Photo shop, botox ,lipo and maybe even surgery it wouldn't suprise me???\\nShe looks good though!"""
0,1527,"""YOU GUYS REMEMBER JOHN ROCKER.... WHAT A STUD"""
1,1528,"""that nigga joe as shit fuckk out of here u dirty ass young bull"""
0,1529,"""crap. \xa0pic didn't post. \xa0it's mittsy standing on what looks like a kitchen chair giving a speech. \xa0what a fucking dork this clown is."""
0,1530,"""Yes so u are wrong"""
1,1531,"""What a selfish slutbag. That fucking fat ass chubby cheeked bitch probably got mad because her precious baby boy was hungry. How DARE he eat food! Not only do children require food to grow and become helathy adults, but this bitch probably fed them HoHo\\'s and Twinkies. I can just hear her now ""Get off my food you little shit! That\\'s MY MotherFucking Twinkie! Momma\\'s got the munchies!"" Then, WHACK with a fucking hammer. What a cunt."""
0,1532,"""Were hundreds of people killed by gun runners in 2007??"""
0,1533,"""Lucky Crouchy eh folks !! All you knockers are just jealous you ain't sharing a bed with her !!"""
1,1534,"""you are a complete fool. slowly read what you have just written. it makes no sense."""
0,1535,"""Larry Sinclair, come out, come out, wherever you are?"""
0,1536,"""I'm absolutely certain they'll make an outfit suitable for her age to spruce up their image. Otherwise what the hell is the point of the new member? Anyway, she's a young adult now get used to it."""
0,1537,"""Fear the cow because he laughs at you"""
0,1538,"""Walker wins recall in a land slide. Then come the indictments......yummy. If Bam's DOJ doesn't fuck it up as bad as the Stevens prosecution this is gonna be good."""
0,1539,"""What has the picture to do with the possible drowning? Oh editor . . . ."""
0,1540,"""Yes - Paris Hilton is smarter than everybody else in the USA.\n\nShe got very expensive jeans from her parents, and apparently that makes you very smart."""
0,1541,"""Wikipedia is an example of the ""dumbing down"" of our culture, aided and abetted by the internet.\nAlmost any nonsense can be posted on the internet, including Wikipedia."""
0,1542,"""Holy shit. \xa0Son is droppin science."""
0,1543,"""LIBERALISM is a mental disease."""
0,1544,"""Do you know what my plan is if a poodle bites my kid? To step on its fucking neck until it dies. I have no plan if a pit ever bites her. How do I get something with the size and strength of a jungle cat off her?\n\nThere are no parallels between minority ethnic groups and dogs. Please drop it."""
1,1545,"""id kill you if you were here. not because im a ""gangsta"", but because i hate you. f*ck you."""
1,1546,"""F v < k you too."""
0,1547,"""@Andrea Hypno I love the lion hugging video!!!"""
0,1548,"""Rosemont has some very\xa0fine middle class families living there maintaining their homes nicely."""
1,1549,"""I talk about you all the time.\n\nFor instance; Denial is a warm yellow river running down your leg.\n\nDid you forget you have to pee sitting down... Again?\n\n(for the retards in the audience, I am implying that Hanniturd is a woman (yes hanniturd, the retard in the audience is you))"""
0,1550,"""@tjirish34 Gawd< I luv me all of them.....I live so far from you...almost a continent away.....Dayton, Ohio"""
0,1551,"""Fucking hot!!"""
1,1552,"""thankyou EPS\nYOUR AN IDIOT RICDOSE"""
0,1553,"""when LeBron wins one, your become a lebron fan"""
0,1554,"""Are you living in the 1940's when the USA had the bomb and no one else?\\xc2\\xa0 Or are you living in the 1960's and the Bay of Pigs? \\xc2\\xa0Where were you in the 2000's?\\xc2\\xa0 Remember Iraq and Weapons of Mass Destruction?\\xc2\\xa0 Ten years later and the result?\\xc2\\xa0 Inflated size of government (Homeland Security) lost freedoms (Patriot Act) ballooned deficit (cost of war) borrowed from China, and that does not account for the blood shed and loss of our children.\\xc2\\xa0 Time to turn Iran into a giant glass bowl?\\xc2\\xa0 I'm not willing to expand the size of government, lose more freedoms, increase the deficit, borrow from China, or shed anymore blood for someone living in a time warp or Israel who is itching for a fight.\\xc2\\xa0 If Israel wants to blow up Iran that is their business but this is not the USA's fight.\\xc2\\xa0 """
1,1555,"""Tom, you are an idiot on. You suffer from whitmenitis, aka, you find it easier to blame others for your mediocre life achievements. Truth of the matter is, you simply do not have much to offer."""
0,1556,"""Thats fine. \xa0I fuckin hate his contract and the cost it would take to acquire him."""
1,1557,"""go back to your crapping unperfection home"""
0,1558,"""Are you drunk?"""
0,1559,"""What if teapiss and Beckel mated, fat bastard from Austin Powers."""
0,1560,"""I think they done lost their patience for this BS. I don't think they are going to wait any longer either. They will blow it up with or without the US's A-OK. Israel is right they can't wait for Iran to get more of a stockpile. They need to get rid of that or it makes it much harder for everyone else later to blow it up. Russia and China definitely aren't going to take to kindly to massive contamination heading their way if they don't do it now. The US should just be ready with cement to entomb the dam things."""
1,1561,"""And you are a weak bully!"""
0,1562,"""You are soo right.Muslims fight Muslims everywhere.Muslim men degrade Muslim women,everywhere. Until all this can be repaired and Muslims become \xf6ne people"", you will not go forth.\nYou have about as much chance of this,as I have to see Rocking Horse Dung."""
0,1563,"""So what, FOX news isn't real news, it's political opinion.\\xc2\\xa0 If they want to be considered\\xc2\\xa0real news, and not just a bunch of blow hards,\\xc2\\xa0they can't go around targeting everything toward or against the\\xc2\\xa0democrats.\\xc2\\xa0 """
0,1564,"""aww poor lil Waynisha and his menstrual antics...first he can't get into playoff games..now all this confused fuckery...smh boo\xa0*hands him\xa0a cell phone* Jesus is on the main line please tell him what you want"""
0,1565,"""who cares what Chelsea does?"""
0,1566,"""Man or woman or a little of both?"""
0,1567,"""How are you doing bro?\xa0Thanks for commenting and for all your help to us. God bless you loads."""
0,1568,"""This is about 10 years overdue!\xa0 The only real answer to all this killing is to get the troops out and let the <i>People</i> of Afghanistan, and not their American appointed puppets, choose their local governments as they have been doing for thousands of years."""
0,1569,"""Regs are weakest ever.  Make believe."""
0,1570,"""GODDAMMIT GUYS YOUR TV'S ARE MUCH FURTHER INTO THE GAME THAN MY FEEDS DAMMIT"""
0,1571,"""No, Karen, but my home is close by.  You will have a lovely time no matter where you are, and you'll have to come back and explore some more!"""
0,1572,"""How about bring the troops home to their families and stop this farce."""
0,1573,"""@Bubs gotta keep on them about that stuff"""
0,1574,"""Lingering fog has been fucked for over a week bud"""
1,1575,"""Spelling mistakes? like i said, Ignorant Asshole.\xa0 So go put your butt plug in and shut your mouth..... HAHAHA estkill16, i see your getting roasted on here already,  i see your bios, a lil homo from Detroit whose moms a whore haha i wonder whose got the bigger mouth...."""
0,1576,"""LMAO....Shaq should sue your a.s.s for making stuff up that he did not say...."""
0,1577,"""We need Thames to take his spot and run with it, he does done very little to justify Snider being in the minors."""
0,1578,"""Thank you for your thoughtful and informative post Lisa. You covered the pros and cons of public opinion and didn\\'t shy away from stating your own. Kudos. I feel it\\'s your duty to say where you stand in full transparency and to balance the press that SGK is getting for the opposite reason. If both opinions are not provided then only ONE opinion will be weighed. Readers deserve both. The difference is that you stood for yourself, not for Elisa or Jory. SGK leaders weren\\'t so transparent, they instead used the entire organization to front their personal mission.\\n\\n \\n\\nOur online ""voice votes"" carry far more weight than the political elections. Once women understand that, they\\'ll understand their responsibility to say what they think often, loudly, and with civility.\\n\\n \\n\\nI am very dismayed by SGK\\'s stand because it is playing to politics and not helping women. I will not be supporting SGK any longer. There are many places that are more focused in their mission to help all women, Planned Parenthood is one of them. When I was a starving college student, PP was my primary health screener. Later I did volunteer work at PP to pay back for my healthcare; one of the things we were trained on was how to check yourself for lumps and why it was important. They have been consistent in their mission to help all women stay alive and healthy often during the most dire of times."""
0,1579,"""As did underlying, I think.\nHonestly, the price action doesn't make allot of sense to me, but I 'll certainly take it"""
0,1580,"""Good. Hopefully Capcom goes out of business completely."""
0,1581,"""Which is why I will not vote for the fucker again. He has been way too effective at the evil."""
1,1582,"""That may be but you are asad, little pathetic WHITE \xa0man man ewww...100 times worse you child molesting mass murdering welfare bum! you must be deported!"""
0,1583,"""The birther movement will never end because those who cater to it will never accept that Barack Hussein Obama is our legitimate president.\n\nIt goes deeper than merely ideological differences..."""
1,1584,"""What a fool you are, we all know that you think of nothing more than being GAY."""
0,1585,"""All of Congress is a joke, bash em all, they all suck...thankfully we can change things around with anew POTUS.  Bring on November"""
1,1586,"""Why don't you take your pathetic intimidation attempt and shove it up your @ss, troll?"""
0,1587,"""Nigga is u stalkin me u replyed to me yesterday and now again today"""
0,1588,"""''''' they were selling their enemies ''''\xa0\xa0 Right now in Africa they are killing\ntheir enemies, like\xa0 Uganda, to mention one country, and they are Africans..\nSlavery is cruel, no matter you are yellow or green,,,,,"""
1,1589,"""not a slave tho you idiot internet racists"""
0,1590,"""Just imagine what their fanny's are like!!"""
0,1591,"""I hope we don't get a season three. Ratings were down again."""
0,1592,"""All pitchers have bad days at the office, and if the possible signing of Oswalt to replace Lilly is an indication of things, I personally feel it is that Lilly may be headed to the DL rather than traded, unless Billingsley is headed to the DL."""
1,1593,"""ILL FUCK YOU LIKE AN APE GAY BOY"""
